Student ID,Name,Gender,University,Room Type,Budget,District,Location,Area,Pin,Near Rail Station,Near University,Near School,Near Roadside,Availability of Mess,Availability of Pen Guest,Room Information
291,Jayesh Varkey,Male,"Golla, Barman and Contractor",Copper,2300,Bankura,Khandwa,Gulati Street,668800,No,No,Yes,Yes,No,Yes,No
715,Saksham Setty,Female,Karnik and Sons,Single,2200,Malda,South Dumdum,Sem Marg,779869,No,Yes,Yes,Yes,Yes,No,No
97,Nirvaan Sandal,Male,Chaudhuri Group,Copper,2100,Purulia,Mira-Bhayandar,Badal,524426,Yes,No,Yes,Yes,Yes,No,Yes
46,Jivin Manda,Male,Balan PLC,Single,2200,North 24 Parganas,Ghaziabad,Agarwal Chowk,714730,No,No,No,No,No,Yes,No
904,Adah Kumer,Female,Batra Inc,Double,2400,Cooch Behar,Motihari,Khatri Zila,883426,Yes,No,No,Yes,No,Yes,No
709,Farhan Dugar,Male,Kunda Inc,Single,2200,Bankura,Katni,Kale Chowk,135703,Yes,Yes,Yes,Yes,Yes,No,Yes
700,Adira Sengupta,Male,Bhatnagar-Buch,Copper,2300,Birbhum,Bidhannagar,Som Chowk,495268,Yes,Yes,No,Yes,No,Yes,No
563,Renee Yadav,Female,"Sur, Kakar and Bajaj",Double,2100,Purba Medinipur,Guna,Kara,218763,No,Yes,Yes,No,No,Yes,No
673,Alia Borah,Male,"Bala, Iyer and Kurian",Single,2300,Darjeeling,Sasaram,Sahota Road,325624,No,No,No,Yes,Yes,No,No
224,Parinaaz Baria,Male,Balakrishnan Ltd,Single,2000,Hooghly,Ajmer,Gade Marg,307584,No,No,No,Yes,No,Yes,Yes
511,Vihaan Talwar,Male,Gade-Amble,Copper,2300,Paschim Bardhaman,Aizawl,D’Alia Ganj,47963,Yes,No,Yes,Yes,No,Yes,No
33,Baiju Kala,Male,Sarkar Group,Double,2400,Paschim Medinipur,Sambhal,Khatri Chowk,496004,No,Yes,No,Yes,No,Yes,No
94,Saanvi Johal,Male,"Grewal, Kothari and Jha",Copper,2100,Purulia,Rewa,Chad Zila,888899,Yes,No,Yes,Yes,Yes,No,Yes
212,Alisha Chand,Female,Kara-Iyengar,Single,2500,North 24 Parganas,Bathinda,Ahuja Marg,837026,No,Yes,No,No,Yes,No,No
970,Vedika Varkey,Male,"Hegde, Sarkar and Devan",Copper,2500,Darjeeling,Ramagundam,Goswami Circle,846595,No,No,No,No,Yes,No,Yes
366,Raunak Bobal,Female,Deo-Kuruvilla,Single,2100,Paschim Bardhaman,Tadipatri,Thaman Path,474190,Yes,No,No,No,No,Yes,Yes
660,Adah Singhal,Female,Bedi Inc,Double,2200,Hooghly,Khandwa,Barad,737773,No,Yes,Yes,Yes,No,Yes,Yes
603,Riya Mahal,Male,Kari-Thakur,Copper,2000,Jhargram,Baranagar,Gola Path,689765,Yes,Yes,No,Yes,No,Yes,Yes
940,Samarth Yadav,Male,Madan PLC,Double,2100,Alipurduar,Agartala,Kala Street,679523,Yes,No,No,Yes,No,Yes,No
16,Adira Gala,Male,"Karan, Zachariah and Kala",Single,2500,Purba Bardhaman,Jalandhar,Jayaraman Road,430222,Yes,No,Yes,No,Yes,No,Yes
959,Neysa Korpal,Female,Dua Inc,Double,2500,Purba Medinipur,Thanjavur,Manne Marg,493759,No,No,No,Yes,Yes,No,Yes
168,Indrans Chacko,Female,Ramanathan-Deshpande,Copper,2200,Nadia,Thoothukudi,Dani Marg,341012,Yes,No,No,Yes,No,Yes,No
160,Jayant Bhattacharyya,Female,Gulati Group,Copper,2400,South 24 Parganas,Sasaram,Kibe Path,453053,No,No,No,No,No,Yes,Yes
205,Lagan Goda,Male,"Sahota, Agarwal and Behl",Copper,2300,Kolkata,Chandrapur,Chokshi Nagar,402192,No,No,No,No,Yes,No,Yes
730,Ishaan Tak,Male,Iyengar Group,Copper,2400,Paschim Bardhaman,Salem,Sibal Circle,302728,No,Yes,No,Yes,No,Yes,No
376,Parinaaz Rajagopalan,Male,"Sachar, Choudhry and Sachar",Double,2200,Malda,Nellore,Grewal Zila,162234,No,Yes,No,No,No,Yes,No
750,Tushar Rastogi,Female,"Boase, Chacko and Soni",Single,2000,North 24 Parganas,Hindupur,Sawhney,724748,No,Yes,Yes,Yes,No,Yes,No
570,Chirag Swaminathan,Male,"Sant, Vig and Gopal",Single,2200,Paschim Bardhaman,Vijayawada,Loke Circle,114093,No,Yes,Yes,No,No,Yes,No
207,Hansh Raj,Female,Bandi Inc,Copper,2300,Dakshin Dinajpur,Haldia,Trivedi,525460,No,No,Yes,No,No,Yes,No
264,Adah Keer,Female,"Sandal, Dugal and Guha",Single,2000,Nadia,Rajkot,Goel Zila,219471,No,No,Yes,Yes,Yes,No,Yes
691,Hridaan Vyas,Male,Khare and Sons,Copper,2200,Dakshin Dinajpur,Guna,Rao Ganj,14358,No,No,No,Yes,Yes,No,Yes
189,Rhea Dani,Female,"Varty, Shan and Soni",Single,2100,Dakshin Dinajpur,Aurangabad,Bala Ganj,478147,Yes,Yes,No,Yes,No,Yes,Yes
457,Alia Sundaram,Male,Balan Ltd,Copper,2200,North 24 Parganas,Raebareli,Vaidya Street,451591,Yes,Yes,No,No,No,Yes,No
192,Nishith Venkatesh,Female,Krishnamurthy-Wadhwa,Single,2000,Birbhum,Purnia,Joshi Ganj,596864,No,No,No,No,No,Yes,No
145,Urvi Sur,Female,Banik-Kata,Single,2500,Purba Bardhaman,Tinsukia,Dyal Zila,257676,Yes,Yes,No,Yes,Yes,No,Yes
177,Indrajit Kara,Female,Chaudhry-Gera,Copper,2300,Alipurduar,Siwan,Krishnamurthy Path,167397,No,No,Yes,Yes,No,Yes,No
573,Vritika Mangat,Male,Sabharwal PLC,Copper,2100,Jhargram,Jodhpur,Chanda Path,935296,Yes,Yes,Yes,Yes,Yes,No,Yes
144,Hridaan Khalsa,Male,"Chanda, Agate and Chandra",Copper,2400,Cooch Behar,Cuttack,Vohra Nagar,668654,No,No,Yes,Yes,No,Yes,Yes
717,Rati Randhawa,Male,"Ramesh, Gade and Lata",Copper,2200,Kalimpong,Bhind,Deshpande Zila,747076,No,Yes,No,No,Yes,No,No
775,Dharmajan Sengupta,Male,Maharaj and Sons,Single,2400,Purulia,Hyderabad,Sibal Zila,208172,No,Yes,Yes,Yes,Yes,No,No
305,Urvi Dhaliwal,Female,Mangat-Mann,Double,2000,Alipurduar,Ulhasnagar,Andra Circle,749128,No,No,No,No,Yes,No,No
285,Ojas Lall,Male,Bose LLC,Single,2100,Dakshin Dinajpur,Durgapur,Issac Path,222937,Yes,No,Yes,No,No,Yes,No
313,Anika Raj,Male,Biswas Ltd,Single,2400,Darjeeling,Maheshtala,Raja Marg,975465,Yes,Yes,Yes,No,Yes,No,Yes
831,Arnav Ratta,Female,"Tella, Goel and Thakkar",Copper,2200,Alipurduar,Bijapur,Master Road,703253,No,No,Yes,No,Yes,No,No
651,Piya Kannan,Male,Khosla and Sons,Double,2400,Uttar Dinajpur,Kolkata,Grover Chowk,232807,Yes,No,Yes,Yes,Yes,No,Yes
126,Arhaan Srinivasan,Male,Saxena PLC,Copper,2000,Birbhum,Sambhal,Bhatia Nagar,454621,Yes,No,Yes,No,No,Yes,No
40,Nishith Ghosh,Male,"Hayre, Varghese and Dash",Copper,2200,Cooch Behar,Amritsar,Sharaf Zila,695855,Yes,Yes,No,No,Yes,No,No
716,Mamooty Badal,Female,"Wagle, Agrawal and Gole",Copper,2100,Birbhum,Amritsar,Zachariah Street,819984,Yes,Yes,No,No,Yes,No,No
645,Oorja Babu,Male,Kaul-Mann,Copper,2500,Hooghly,Jabalpur,D’Alia Chowk,97386,Yes,No,No,Yes,Yes,No,Yes
497,Eva Bhatt,Male,Ghosh-Bassi,Copper,2000,Alipurduar,Kumbakonam,Rau Chowk,201088,No,Yes,No,No,Yes,No,Yes
200,Shlok Chacko,Male,"Talwar, Batta and Bumb",Copper,2500,Nadia,Delhi,Chatterjee Ganj,629915,No,Yes,Yes,Yes,No,Yes,No
100,Yuvraj  Dave,Male,Saha Group,Double,2400,North 24 Parganas,Rourkela,Dugar Zila,372689,No,Yes,Yes,No,No,Yes,No
922,Amira Rana,Female,Saha Inc,Single,2000,Kolkata,Kota,Bose Zila,724405,Yes,Yes,No,Yes,No,Yes,Yes
213,Baiju Lad,Female,Batta PLC,Double,2300,Jhargram,Farrukhabad,Borde Path,402698,Yes,No,No,Yes,No,Yes,No
470,Kimaya Bassi,Male,"Chadha, Iyengar and Deep",Single,2400,Alipurduar,Dindigul,Choudhary Ganj,85535,No,No,No,Yes,No,Yes,Yes
690,Yasmin Singh,Female,Sengupta-Manne,Double,2300,Alipurduar,Bhopal,Goyal Path,578486,Yes,Yes,No,Yes,No,Yes,No
346,Sumer Sankar,Female,"Iyengar, Kuruvilla and Hayer",Double,2300,South 24 Parganas,Tirupati,Ramachandran Street,399699,No,Yes,No,No,No,Yes,Yes
703,Samaira Kulkarni,Female,Shan-Loyal,Single,2000,Jalpaiguri,Ramgarh,Sridhar,80675,No,Yes,No,No,No,Yes,Yes
403,Divyansh Tailor,Male,Keer and Sons,Single,2100,Kalimpong,Karimnagar,Kar Circle,562742,Yes,No,Yes,No,Yes,No,Yes
73,Yuvraj  Ramanathan,Male,"Din, Venkatesh and Sankaran",Double,2200,Dakshin Dinajpur,Gurgaon,Dalal Marg,689212,Yes,No,No,No,Yes,No,No
773,Vanya Ravi,Female,Doshi LLC,Double,2200,South 24 Parganas,Siwan,Cherian Ganj,169354,Yes,No,Yes,Yes,No,Yes,Yes
316,Sumer Sampath,Female,Sule PLC,Single,2000,Cooch Behar,Noida,Chaudhuri Marg,307006,Yes,Yes,No,No,No,Yes,No
77,Sahil Shere,Male,Balay-Rajan,Single,2100,Darjeeling,Allahabad,Rajan Path,606077,No,No,Yes,No,Yes,No,Yes
864,Samar Soni,Male,Rau-Chaudhary,Copper,2000,Purulia,Kulti,Arya Zila,812352,Yes,No,No,No,Yes,No,Yes
261,Miraya Andra,Female,Barman-Kuruvilla,Copper,2500,North 24 Parganas,Tumkur,Kar Marg,322317,Yes,Yes,No,No,Yes,No,No
301,Pihu Kohli,Female,"Basu, Deshmukh and Chaudhuri",Single,2200,Cooch Behar,Belgaum,Hari Street,46305,Yes,Yes,Yes,Yes,No,Yes,Yes
936,Kiara Jha,Female,Kothari-Hari,Copper,2100,Birbhum,Chennai,Ramaswamy,169241,No,No,No,Yes,No,Yes,Yes
470,Yuvaan Tella,Female,Kamdar-Cheema,Double,2500,Hooghly,Bangalore,Sinha Path,6476,Yes,Yes,No,No,Yes,No,Yes
849,Kiara Varughese,Female,Bajwa LLC,Double,2100,Bankura,Mysore,Kumar Marg,408530,No,Yes,Yes,No,Yes,No,No
63,Shray Dalal,Female,Bhardwaj-Sarna,Double,2400,Uttar Dinajpur,Vijayawada,Kohli Circle,407363,Yes,No,No,No,Yes,No,No
190,Miraya Bhakta,Male,"Luthra, Brar and Rao",Single,2200,Purba Medinipur,Kanpur,Gupta Ganj,258919,No,No,Yes,Yes,No,Yes,No
942,Anay Ganguly,Male,Saraf LLC,Single,2400,Cooch Behar,Alwar,Sagar Path,950742,Yes,No,No,No,Yes,No,No
30,Samiha Mangat,Female,Sandhu Group,Double,2300,Murshidabad,Pali,De Circle,679427,Yes,No,No,No,No,Yes,No
912,Samiha Raju,Female,Wagle Ltd,Single,2300,Murshidabad,Mahbubnagar,Manda Path,995036,No,Yes,Yes,Yes,No,Yes,Yes
613,Saksham Dass,Male,Varughese-Dara,Single,2000,Cooch Behar,Jamalpur,Kant Circle,1721,Yes,Yes,No,Yes,No,Yes,No
522,Ishaan Bhattacharyya,Female,"Wason, Dayal and Din",Double,2000,Jalpaiguri,Ramagundam,Lad,624545,No,Yes,Yes,Yes,Yes,No,Yes
914,Kiaan Johal,Female,"Thaker, Bhatti and Bail",Single,2500,Kolkata,Morena,Rege Chowk,44166,No,No,Yes,No,No,Yes,Yes
12,Darshit Rajan,Female,Raj Group,Double,2100,Howrah,Bikaner,Sarkar Street,787830,Yes,Yes,Yes,Yes,No,Yes,Yes
904,Akarsh Magar,Male,Mani-Sarkar,Double,2500,Darjeeling,Ambarnath,Iyer Road,277551,Yes,Yes,No,No,No,Yes,Yes
652,Suhana Chakrabarti,Female,"Buch, Chopra and Borde",Single,2100,Paschim Medinipur,Sikar,Savant Road,363778,Yes,No,Yes,No,No,Yes,No
43,Anvi Bhargava,Female,"Bhasin, Gaba and Jaggi",Single,2200,Birbhum,Eluru,Goel Zila,970888,Yes,Yes,No,Yes,No,Yes,No
860,Taimur Wali,Male,"Swamy, Edwin and Yogi",Single,2400,Darjeeling,Bardhaman,Gokhale Road,304870,No,Yes,Yes,Yes,Yes,No,Yes
659,Madhav Bhagat,Male,"Basak, Mammen and Raval",Double,2000,Jhargram,Kadapa,Bhatt Circle,118343,No,Yes,Yes,Yes,No,Yes,No
444,Tanya Uppal,Male,"Khurana, Bumb and Bera",Copper,2300,Bankura,Jamshedpur,Hari Marg,547868,No,No,Yes,Yes,No,Yes,Yes
331,Vidur Bajwa,Male,"Luthra, Madan and Hayre",Copper,2300,Dakshin Dinajpur,Aligarh,Dugar Circle,318194,Yes,No,Yes,No,Yes,No,No
412,Vaibhav Chaudhari,Male,Thakur-Tandon,Double,2100,Purulia,Surendranagar Dudhrej,Bahl Road,880651,No,Yes,No,No,No,Yes,Yes
315,Bhamini Kakar,Female,Gupta-Ranganathan,Copper,2500,Jalpaiguri,Bettiah,Sathe Circle,700198,No,Yes,Yes,No,Yes,No,Yes
844,Nitara Toor,Female,Dani-Dhawan,Copper,2400,Murshidabad,Nagaon,Gupta,482409,Yes,No,Yes,No,No,Yes,Yes
272,Ayesha Ramachandran,Male,"Toor, Tiwari and Bumb",Single,2100,Kalimpong,Pallavaram,Goyal Path,514611,Yes,No,Yes,Yes,No,Yes,Yes
481,Eshani Sur,Male,"Venkataraman, Chakraborty and Edwin",Double,2000,Kolkata,Jamnagar,Khalsa Path,644615,No,Yes,Yes,No,Yes,No,No
327,Anika Korpal,Female,Bava-Bajwa,Copper,2000,Uttar Dinajpur,Chennai,Grewal Chowk,956872,No,No,No,Yes,Yes,No,No
660,Anahita Chhabra,Female,Tank-Thakur,Double,2400,Purba Medinipur,Raichur,Andra Chowk,788488,Yes,Yes,No,Yes,No,Yes,Yes
312,Adah Rao,Male,Din Group,Single,2200,Darjeeling,Ambarnath,Doctor Path,736610,No,Yes,No,No,Yes,No,No
559,Vihaan Luthra,Female,D’Alia-Sarkar,Double,2100,Kolkata,Hajipur,Sahota Road,273599,No,No,No,No,Yes,No,Yes
407,Prisha Taneja,Male,Konda-Kohli,Single,2200,Uttar Dinajpur,Rajahmundry,Setty Ganj,831876,No,No,Yes,Yes,Yes,No,Yes
239,Sara Kade,Female,Cheema PLC,Copper,2400,Hooghly,Chandrapur,Loyal Road,981103,Yes,No,No,No,Yes,No,No
346,Ritvik Chhabra,Female,"Golla, Badal and Chacko",Single,2500,Kolkata,Latur,Din Path,23225,No,Yes,No,Yes,Yes,No,No
47,Kartik Gala,Male,"Majumdar, Dutt and Atwal",Single,2100,Purba Bardhaman,Karawal Nagar,Dora Ganj,97944,Yes,Yes,Yes,Yes,No,Yes,Yes
228,Tarini Gill,Male,Dayal Inc,Single,2400,Bankura,Durgapur,Venkatesh Zila,947958,No,Yes,No,Yes,No,Yes,No
645,Oorja Chowdhury,Female,Rajan-Mandal,Copper,2500,Jhargram,Raebareli,Bumb,611982,Yes,Yes,No,Yes,Yes,No,Yes
277,Kashvi Dara,Male,"Bali, Sodhi and Raval",Copper,2500,Hooghly,Tiruppur,Sethi,853128,Yes,Yes,No,Yes,Yes,No,No
547,Hridaan Mammen,Female,Sekhon Inc,Single,2300,Dakshin Dinajpur,Ujjain,Rout Nagar,629599,No,No,Yes,Yes,No,Yes,No
173,Kartik Chauhan,Female,"Luthra, Garg and Jha",Double,2400,Hooghly,Guntur,Bhatnagar Path,813789,Yes,No,No,Yes,Yes,No,No
404,Devansh Manne,Male,Vohra-Bajwa,Double,2100,Nadia,Kishanganj,Wadhwa Chowk,186106,Yes,Yes,No,No,Yes,No,Yes
95,Vivaan Sridhar,Male,Singhal Group,Copper,2000,Birbhum,Srikakulam,Sinha Circle,66329,No,No,No,Yes,Yes,No,No
260,Anika Sundaram,Male,"Kata, Ganguly and Sarna",Single,2000,Jalpaiguri,South Dumdum,Sheth Circle,784210,No,No,Yes,No,No,Yes,Yes
267,Navya Suri,Male,Bhasin-Tailor,Double,2100,Hooghly,Pune,Rastogi Chowk,865432,Yes,Yes,No,No,No,Yes,No
936,Akarsh Bir,Female,"Doshi, Bumb and Ganesh",Single,2400,Kolkata,Ahmednagar,Walla Chowk,119337,No,Yes,No,No,Yes,No,No
956,Anay Dalal,Female,"Gupta, Wali and Mand",Single,2000,Purulia,Bhopal,Choudhary Nagar,585788,Yes,No,No,Yes,No,Yes,No
562,Sara Gandhi,Male,"Kata, Borah and Dalal",Double,2300,Bankura,Bhimavaram,Batra Road,444419,No,Yes,Yes,No,No,Yes,No
935,Sahil Tripathi,Female,Varty-Anne,Single,2400,Kalimpong,Latur,Raval Circle,826521,Yes,Yes,Yes,Yes,Yes,No,No
145,Madhup Borra,Female,Anne Ltd,Single,2500,Uttar Dinajpur,Kozhikode,Kakar Road,378649,No,Yes,No,Yes,Yes,No,No
607,Hrishita Iyer,Male,Walla Inc,Double,2200,Murshidabad,Panvel,Saraf Chowk,890685,Yes,Yes,Yes,Yes,Yes,No,No
844,Ojas Khurana,Male,Master Ltd,Double,2000,Kalimpong,Ramagundam,Shere Road,215588,No,No,No,Yes,No,Yes,No
645,Nehmat Ravel,Male,"Ahluwalia, Som and Guha",Copper,2500,Kalimpong,Dindigul,Sastry Marg,646484,No,Yes,No,No,Yes,No,No
539,Azad Chopra,Male,Bains-Ranganathan,Copper,2500,Kalimpong,Jhansi,Shenoy Street,84600,No,Yes,No,Yes,Yes,No,Yes
731,Vihaan Dasgupta,Female,"Deshpande, Sur and Dar",Copper,2000,South 24 Parganas,Ghaziabad,Ahluwalia Path,56198,Yes,No,Yes,Yes,Yes,No,Yes
498,Pranay Zachariah,Male,Dar-Lad,Single,2300,Bankura,Nandyal,Hari Path,71744,No,Yes,No,Yes,Yes,No,No
904,Kimaya Vig,Female,Singh-Kapur,Double,2000,Jalpaiguri,Orai,Bhandari Street,756731,No,No,Yes,Yes,Yes,No,No
460,Nitara Sachdev,Male,Rajan LLC,Double,2200,Cooch Behar,Anantapur,Lad Path,666835,No,Yes,No,Yes,Yes,No,No
37,Vidur Lanka,Female,"Madan, Mannan and Sidhu",Double,2500,Hooghly,Nashik,Korpal Street,43933,Yes,Yes,Yes,Yes,Yes,No,No
205,Neysa Chad,Male,Sampath Group,Double,2000,Kalimpong,Jabalpur,Bhalla Marg,681805,Yes,No,Yes,No,Yes,No,Yes
845,Elakshi Loyal,Male,Bava-Vig,Copper,2200,Kalimpong,Munger,Sehgal Marg,659774,No,Yes,No,Yes,No,Yes,No
335,Hrishita Apte,Female,"Gokhale, Chaudry and Deshpande",Double,2300,Cooch Behar,Bhubaneswar,Reddy Street,250606,Yes,Yes,Yes,No,No,Yes,No
712,Vihaan Konda,Male,"Thaman, Solanki and Sha",Double,2300,Hooghly,Bihar Sharif,Borah,38304,No,No,No,No,No,Yes,No
441,Charvi Ratti,Female,"Ganesan, Kadakia and Anand",Copper,2200,Paschim Bardhaman,Kulti,Rajagopalan Street,108057,No,No,No,Yes,No,Yes,No
837,Jayant Kant,Female,Dhingra and Sons,Copper,2200,Bankura,Bikaner,Sandal Street,400539,Yes,No,Yes,No,Yes,No,Yes
954,Saira Majumdar,Male,Varughese PLC,Double,2200,Bankura,Vijayanagaram,Barman,189710,Yes,No,No,No,Yes,No,Yes
879,Misha Dhingra,Female,Ghose PLC,Copper,2200,Jalpaiguri,Bhusawal,Wali Zila,927040,No,No,Yes,Yes,Yes,No,No
146,Zara Som,Female,Kothari-Varkey,Copper,2500,Hooghly,Sirsa,Barman Circle,393332,Yes,Yes,No,No,No,Yes,No
510,Divit Rattan,Female,"Borde, Lanka and Toor",Copper,2400,Nadia,Kulti,Sule,985049,Yes,Yes,No,No,Yes,No,No
290,Yakshit Sunder,Male,"Tata, Hora and Mani",Single,2400,Hooghly,Bokaro,Mangal Chowk,164342,Yes,No,Yes,No,No,Yes,No
164,Armaan Butala,Male,"Roy, Karpe and Gokhale",Single,2400,Purba Bardhaman,Solapur,Ratta Ganj,763640,No,No,No,Yes,Yes,No,Yes
399,Nitara Rana,Male,Setty Ltd,Copper,2000,Bankura,Agra,Bora Nagar,619916,Yes,Yes,Yes,Yes,Yes,No,No
236,Tara Baria,Male,Sheth-Dada,Double,2500,Dakshin Dinajpur,Bardhaman,Dara Marg,177180,No,Yes,Yes,No,Yes,No,No
538,Misha Bala,Male,"Jain, Tella and Sha",Single,2100,North 24 Parganas,Chennai,Banerjee Ganj,114480,No,Yes,No,Yes,No,Yes,No
470,Jivika Bhatt,Male,Bir PLC,Single,2300,Nadia,Asansol,Rana Chowk,966238,Yes,No,No,No,No,Yes,No
432,Shray Talwar,Female,Batra Inc,Copper,2000,Birbhum,Secunderabad,Sethi Zila,274334,Yes,Yes,No,Yes,Yes,No,Yes
269,Tiya Acharya,Female,Dayal-Som,Copper,2000,Purba Medinipur,Amaravati,Kamdar Street,649593,No,No,Yes,No,Yes,No,Yes
321,Neelofar Batta,Female,Mandal-Khosla,Double,2200,Purba Medinipur,Tumkur,Sheth Marg,513954,Yes,No,No,Yes,Yes,No,Yes
212,Gokul Ramesh,Male,Chawla Inc,Single,2100,Purba Medinipur,Adoni,Sharaf Marg,942947,No,No,Yes,No,No,Yes,No
224,Pranay Bir,Female,Andra-Kapur,Double,2400,South 24 Parganas,Dewas,Chand Zila,494428,Yes,No,Yes,No,Yes,No,Yes
843,Jayesh Iyer,Female,Rastogi-Mannan,Single,2300,Darjeeling,Dhule,Malhotra,576410,No,No,No,Yes,No,Yes,No
140,Shaan Khurana,Female,"Sur, Mannan and Chaudhary",Single,2000,Purulia,Bhimavaram,Shukla Circle,40729,Yes,Yes,No,Yes,Yes,No,No
67,Manjari Gour,Female,Bhatia-Walla,Single,2000,South 24 Parganas,Proddatur,Sarma Chowk,843579,No,No,Yes,Yes,Yes,No,Yes
674,Jivika Kanda,Male,Chakrabarti Group,Double,2000,Murshidabad,Shahjahanpur,Barad Path,870786,No,No,Yes,No,No,Yes,No
952,Shaan Sahota,Female,Sani-Uppal,Copper,2200,Howrah,Pondicherry,Bassi Circle,869522,No,No,Yes,No,Yes,No,Yes
629,Reyansh Kibe,Female,"Konda, Zacharia and Ganesan",Copper,2300,Darjeeling,Jabalpur,Sundaram Zila,482612,No,Yes,Yes,Yes,Yes,No,No
735,Hunar Srinivasan,Female,"Bhatt, Babu and Raval",Single,2500,Purulia,Deoghar,Dugal Road,82939,Yes,No,No,No,Yes,No,No
255,Kanav Tiwari,Female,Sarin-Iyer,Single,2500,Murshidabad,Tadepalligudem,Mahal Zila,455622,No,No,No,No,Yes,No,Yes
170,Mehul Karnik,Female,"Kala, Thakkar and Hans",Double,2200,Paschim Medinipur,Kolkata,Ghose Road,189605,Yes,Yes,No,No,No,Yes,No
553,Pihu Rajagopal,Male,"Deshpande, Ranganathan and Madan",Single,2500,Darjeeling,Patiala,Sule Zila,430371,Yes,No,No,No,Yes,No,No
922,Gatik Sant,Male,Chhabra Ltd,Copper,2200,Darjeeling,Eluru,Kari Street,292662,Yes,No,Yes,Yes,Yes,No,No
955,Misha Ahuja,Male,"Shetty, Hayer and Kade",Double,2100,North 24 Parganas,Bhagalpur,Shan Circle,857532,No,No,Yes,Yes,No,Yes,Yes
963,Indrans Sagar,Female,Brar LLC,Copper,2200,Jhargram,Bokaro,Kaur Road,204356,No,No,Yes,Yes,No,Yes,No
428,Suhana Balakrishnan,Male,"Dhaliwal, Kapoor and Sane",Double,2200,Paschim Medinipur,Ujjain,Date Circle,827717,No,Yes,No,No,No,Yes,No
226,Advika Raja,Male,Thakur PLC,Double,2300,Uttar Dinajpur,Panihati,Chander Marg,181876,Yes,Yes,No,No,Yes,No,No
455,Jhanvi Kala,Female,Grewal Inc,Single,2100,Malda,Narasaraopet,Bandi,504875,Yes,No,Yes,No,No,Yes,No
766,Yasmin Khurana,Male,Brahmbhatt-Dash,Copper,2000,Alipurduar,Satna,Tailor Path,740240,Yes,No,Yes,No,Yes,No,Yes
431,Aradhya Jani,Male,Bansal-Chada,Double,2100,Jalpaiguri,Phagwara,Amble Ganj,419009,Yes,Yes,No,Yes,Yes,No,Yes
243,Lakshay Kala,Female,Gaba-Rajan,Single,2400,Jalpaiguri,Karaikudi,Thaker Path,255508,No,Yes,Yes,No,No,Yes,No
113,Charvi Atwal,Male,"Bahri, Hayer and Sen",Single,2400,Hooghly,Jabalpur,Setty,214365,No,No,No,No,No,Yes,No
470,Kartik Tank,Female,Bawa-Arora,Double,2000,Cooch Behar,Jehanabad,Tak Ganj,964107,Yes,Yes,No,No,No,Yes,No
489,Anika Kumer,Male,"Sem, Chanda and Mani",Single,2300,Cooch Behar,Pimpri-Chinchwad,Dixit Road,190148,No,Yes,No,No,No,Yes,Yes
455,Dhanuk Baral,Male,Sibal and Sons,Copper,2000,Dakshin Dinajpur,Jamnagar,Kannan Path,235922,No,Yes,No,No,Yes,No,Yes
514,Khushi Kade,Female,Vora Group,Single,2300,Howrah,Avadi,Shetty Marg,112675,Yes,Yes,No,Yes,No,Yes,No
807,Sahil Balasubramanian,Male,"Swaminathan, Mani and Chand",Copper,2300,Malda,Bongaigaon,Kapur Path,580161,Yes,Yes,No,Yes,No,Yes,No
623,Aarna Kari,Female,Dara and Sons,Copper,2100,Alipurduar,Jhansi,Karpe Ganj,240932,No,No,Yes,No,No,Yes,No
568,Prisha Hari,Female,Gulati-Bali,Single,2300,Dakshin Dinajpur,Kishanganj,Ganguly Path,747931,No,No,No,No,No,Yes,No
995,Tarini Grewal,Female,Shetty Inc,Single,2100,Paschim Bardhaman,Alwar,Khosla Circle,220076,Yes,Yes,No,Yes,Yes,No,Yes
687,Miraan Madan,Female,Tailor-Vaidya,Copper,2500,Bankura,Haridwar,Apte Ganj,288109,No,No,No,No,Yes,No,No
734,Kavya Sridhar,Female,Barman-Lall,Single,2400,Hooghly,Uluberia,Mane Chowk,905710,Yes,No,Yes,Yes,Yes,No,Yes
30,Zain Sharma,Male,"Ranganathan, Chandran and Bhakta",Double,2000,Kalimpong,Jalandhar,Bala Zila,363113,No,No,Yes,Yes,No,Yes,No
367,Advika Sagar,Male,Varghese-Sachdev,Copper,2100,Darjeeling,Panihati,Bhatnagar Chowk,770459,No,Yes,No,No,No,Yes,No
947,Inaaya  Dhaliwal,Female,Saha Inc,Double,2500,Alipurduar,Ahmednagar,Hans,451205,Yes,No,Yes,Yes,No,Yes,No
11,Divyansh Jhaveri,Male,Bala-Shankar,Double,2000,South 24 Parganas,Sambalpur,Manda Zila,85491,No,Yes,No,Yes,Yes,No,No
830,Kimaya Chhabra,Female,Rana-Sarkar,Copper,2300,North 24 Parganas,Muzaffarpur,Trivedi,410091,Yes,Yes,Yes,No,Yes,No,Yes
405,Anvi Subramaniam,Female,"Ghosh, Gole and Devi",Single,2400,Darjeeling,Bikaner,Bawa Ganj,287068,No,Yes,Yes,Yes,No,Yes,Yes
224,Sahil Wagle,Female,Hari Inc,Single,2100,Cooch Behar,Mysore,Savant Road,518282,Yes,No,No,No,Yes,No,No
829,Ivana Kaur,Male,Rajagopal Group,Double,2300,Darjeeling,Thoothukudi,Kashyap Path,185728,Yes,Yes,No,Yes,Yes,No,Yes
25,Nitya Doctor,Female,Keer-Basak,Single,2300,Jhargram,Yamunanagar,Mannan Marg,199824,Yes,Yes,Yes,No,No,Yes,Yes
